10,20,30,40,50,60,70,80,90,100,run,type
0,0,4,7,13,14,10,2,0,0,1,pop
0,9,6,8,9,8,6,4,0,0,1,social
0,0,2,10,15,9,9,5,0,0,2.0,pop
0,1,2,11,14,14,8,0,0,0,2.0,social
0,0,2,16,17,12,3,0,0,0,3.0,pop
0,0,5,11,17,12,5,0,0,0,3.0,social
0,0,4,16,17,9,4,0,0,0,4.0,pop
0,2,14,16,14,4,0,0,0,0,4.0,social
0,0,4,10,14,10,8,4,0,0,5.0,pop
0,0,0,6,11,16,12,5,0,0,5.0,social
0,0,0,12,32,5,1,0,0,0,6.0,pop
0,0,0,0,50,0,0,0,0,0,7.0,pop
