1.0,105.0,0,1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.96984791756,1
1.0,105.0,0,1.0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97018790245,0
1.0,105.0,0,1.0,0,0.0,0,1,0,0,0,0,0,0,0,35,0,0,0,0,0,0,4.0840690136,0
1.0,105.0,0,1.0,0,0.0,0,0,0,0,1,0,0,0,1,35,0,0,0,0,0,0,4.13571500778,0
1.0,105.0,0,1.0,0,0.0,0,0,0,0,1,0,0,0,2,35,0,0,0,0,0,0,4.2449889183,0
1.0,105.0,0,1.0,0,0.0,0,0,0,0,1,0,0,0,3,35,0,0,0,0,0,0,4.37013292313,0
1.0,105.0,0,1.0,0,0.0,0,0,0,0,1,0,0,0,4,35,0,0,0,0,0,0,4.42294192314,0
1.0,105.0,0,1.0,0,0.0,0,0,0,0,1,0,0,0,5,35,0,0,0,0,0,0,4.50871992111,0
1.0,105.0,0,1.0,0,0.0,0,0,0,0,1,0,0,0,6,35,0,0,0,0,0,0,4.69431209564,0
1.0,105.0,0,1.0,0,0.0,0,0,0,0,1,0,0,0,7,35,0,0,0,0,0,0,4.8207321167,0
1.0,105.0,0,1.0,0,0.0,0,0,0,0,1,0,0,0,8,35,0,0,0,0,0,0,4.87296390533,0
1.0,105.0,0,1.0,0,0.0,0,0,0,0,1,0,0,0,9,35,0,0,0,0,0,0,4.92459392548,0
1.0,105.0,0,1.0,0,0.0,0,0,0,0,1,0,0,0,10,35,0,0,0,0,0,0,4.99472904205,0
1.0,105.0,0,1.0,0,0.0,0,0,0,0,1,0,0,0,11,35,0,0,0,0,0,0,5.05112910271,0
1.0,105.0,0,1.0,0,0.0,0,0,0,0,1,0,0,0,12,35,0,0,0,0,0,0,5.09125804901,0
1.0,105.0,0,1.0,0,0.0,0,0,0,0,1,0,0,0,13,35,0,0,0,0,0,0,5.12458395958,0
1.0,105.0,0,1.0,0,0.0,0,0,0,0,1,0,0,0,14,35,0,0,0,0,0,0,5.23684406281,0
1.0,105.0,0,1.0,0,0.0,0,0,0,0,1,0,0,0,15,35,0,0,0,0,0,0,5.31004190445,0
1.0,105.0,0,1.0,0,0.0,0,0,0,0,1,0,0,0,16,35,0,0,0,0,0,0,5.38824605942,0
1.0,105.0,0,1.0,0,0.0,0,0,0,0,1,0,0,0,17,35,0,0,0,0,0,0,5.4508368969,0
1.0,105.0,0,1.0,0,0.0,0,0,0,0,1,0,0,0,18,35,0,0,0,0,0,0,5.52353692055,0
1.0,105.0,0,1.0,0,0.0,0,0,0,0,1,0,0,0,19,35,0,0,0,0,0,0,5.5599770546,0
1.0,105.0,0,1.0,0,0.0,0,0,0,0,1,0,0,0,20,35,0,0,0,0,0,0,5.60145807266,0
1.0,105.0,0,1.0,0,0.0,0,0,0,0,1,0,0,0,21,35,0,0,0,0,0,0,5.67116689682,0
1.0,105.0,0,1.0,0,0.0,0,0,0,0,0,1,0,0,21,35,0,0,0,0,0,0,5.70228505135,0
1.0,105.0,0,1.0,0,0.0,0,0,1,1,0,0,0,0,21,35,0,0,0,0,0,0,5.74697399139,0
1.0,105.0,0,1.0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8705539703,0
1.0,105.0,0,1.0,0,1.0,0,1,0,0,0,0,0,0,0,19,0,0,0,0,0,0,12.9395399094,0
1.0,105.0,0,1.0,0,1.0,0,0,0,0,1,0,0,0,1,19,0,0,0,0,0,0,13.1423919201,0
1.0,105.0,0,1.0,0,1.0,0,0,0,0,0,1,0,0,1,19,0,0,0,0,0,0,13.2121200562,0
1.0,105.0,0,1.0,0,1.0,0,0,1,1,0,0,0,0,1,19,0,0,0,0,0,0,13.2445449829,0
1.0,105.0,0,1.0,0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.1483209133,0
1.0,105.0,0,1.0,0,2.0,0,1,0,0,0,0,0,0,0,54,0,0,0,0,0,0,20.2024359703,0
1.0,105.0,0,1.0,0,2.0,0,0,0,0,1,0,0,0,1,54,0,0,0,0,0,0,20.3530640602,0
1.0,105.0,0,1.0,0,2.0,0,0,0,0,1,0,0,0,2,54,0,0,0,0,0,0,20.4061629772,0
1.0,105.0,0,1.0,0,2.0,0,0,0,0,1,0,0,0,3,54,0,0,0,0,0,0,20.4526588917,0
1.0,105.0,0,1.0,0,2.0,0,0,0,0,1,0,0,0,4,54,0,0,0,0,0,0,20.4802689552,0
1.0,105.0,0,1.0,0,2.0,0,0,0,0,1,0,0,0,5,54,0,0,0,0,0,0,20.5947480202,0
